from_city,to_city,url,price
Mannheim,Strasbourg,https://www.thetrainline.com/en/train-times/mannheim-to-strasbourg,from €21.90
Luxembourg,Strasbourg,https://www.thetrainline.com/en/train-times/luxembourg-to-strasbourg,from €20.50
Hannover,Hamburg,https://www.thetrainline.com/en/train-times/hannover-to-hamburg,from €4.99
Hannover,Berlin,https://www.thetrainline.com/en/train-times/hannover-to-berlin,from €9.99
Brussels,Vienna,https://www.thetrainline.com/en/train-times/brussels-to-vienna,from €29.20
Vienna,Split,https://www.thetrainline.com/en/train-times/vienna-to-split,NA
Southampton,Bournemouth,https://www.thetrainline.com/en/train-times/southampton-to-bournemouth,from €5.02
Almeria,Madrid,https://www.thetrainline.com/en/train-times/almeria-to-madrid,from €11.85
Bournemouth,London,https://www.thetrainline.com/en/train-times/bournemouth-to-london,from €13.83
Rotterdam,Groningen,https://www.thetrainline.com/en/train-times/rotterdam-to-groningen,from €29
Amsterdam,Groningen,https://www.thetrainline.com/en/train-times/amsterdam-to-groningen,from €29
Hamburg,Bremen,https://www.thetrainline.com/en/train-times/hamburg-to-bremen,from €7.99
Amsterdam,Eindhoven,https://www.thetrainline.com/en/train-times/amsterdam-to-eindhoven,from €22.60
Lille,Brussels,https://www.thetrainline.com/en/train-times/lille-to-brussels,from €3.20
Marseille,Rotterdam,https://www.thetrainline.com/en/train-times/marseille-to-rotterdam,from €52.20
Rotterdam,Eindhoven,https://www.thetrainline.com/en/train-times/rotterdam-to-eindhoven,from €21.20
Nice,Paris,https://www.thetrainline.com/en/train-times/nice-to-paris,from €19
Paris,Antwerp,https://www.thetrainline.com/en/train-times/paris-to-antwerp,from €29
Augsburg,Munich,https://www.thetrainline.com/en/train-times/augsburg-to-munich,from €12.90
Barcelona,Zaragoza,https://www.thetrainline.com/en/train-times/barcelona-to-zaragoza,from €7
Augsburg,Paris,https://www.thetrainline.com/en/train-times/augsburg-to-paris,from €21.90
Dortmund,Duesseldorf,https://www.thetrainline.com/en/train-times/dortmund-to-duesseldorf,NA
Munich,Duesseldorf,https://www.thetrainline.com/en/train-times/munich-to-duesseldorf,NA
Katowice,Gdansk,https://www.thetrainline.com/en/train-times/katowice-to-gdansk,NA
Warsaw,Gdansk,https://www.thetrainline.com/en/train-times/warsaw-to-gdansk,NA
Ljubljana,Innsbruck,https://www.thetrainline.com/en/train-times/ljubljana-to-innsbruck,NA
Wroclaw,Vienna,https://www.thetrainline.com/en/train-times/wroclaw-to-vienna,NA
Wroclaw,Budapest,https://www.thetrainline.com/en/train-times/wroclaw-to-budapest,NA
Kosice,Bratislava,https://www.thetrainline.com/en/train-times/kosice-to-bratislava,NA
Vienna,Frankfurt,https://www.thetrainline.com/en/train-times/vienna-to-frankfurt,NA
Frankfurt,Amsterdam,https://www.thetrainline.com/en/train-times/frankfurt-to-amsterdam,NA
Vienna,Amsterdam,https://www.thetrainline.com/en/train-times/vienna-to-amsterdam,from €29.20
London,Newquay,https://www.thetrainline.com/en/train-times/london-to-newquay,from €51.41
Birmingham,Plymouth,https://www.thetrainline.com/en/train-times/birmingham-to-plymouth,from €70.39
Bristol,Newquay,https://www.thetrainline.com/en/train-times/bristol-to-newquay,NA
Linz,Salzburg,https://www.thetrainline.com/en/train-times/linz-to-salzburg,NA
Linz,Munich,https://www.thetrainline.com/en/train-times/linz-to-munich,from €13.98
Linz,Graz,https://www.thetrainline.com/en/train-times/linz-to-graz,from €14.89
Bern,Basel,https://www.thetrainline.com/en/train-times/bern-to-basel,from €10.82
Basel,Mannheim,https://www.thetrainline.com/en/train-times/basel-to-mannheim,from €7.99
Girona,Barcelona,https://www.thetrainline.com/en/train-times/girona-to-barcelona,from €7
Girona,Paris,https://www.thetrainline.com/en/train-times/girona-to-paris,from €39
Girona,Montpellier,https://www.thetrainline.com/en/train-times/girona-to-montpellier,from €7.15
Zurich,Vienna,https://www.thetrainline.com/en/train-times/zurich-to-vienna,from €27.60
Trieste,Turin,https://www.thetrainline.com/en/train-times/trieste-to-turin,from €14.05
Stuttgart,Mannheim,https://www.thetrainline.com/en/train-times/stuttgart-to-mannheim,from €4.99
Hamburg,Hannover,https://www.thetrainline.com/en/train-times/hamburg-to-hannover,from €4.99
Hamburg,Mannheim,https://www.thetrainline.com/en/train-times/hamburg-to-mannheim,from €9.99
Frankfurt,Hamburg,https://www.thetrainline.com/en/train-times/frankfurt-to-hamburg,NA
Bremen,Berlin,https://www.thetrainline.com/en/train-times/bremen-to-berlin,from €12.90
Wroclaw,Ostrava,https://www.thetrainline.com/en/train-times/wroclaw-to-ostrava,NA
Dublin,Cork,https://www.thetrainline.com/en/train-times/dublin-to-cork,NA
Umea,Stockholm,https://www.thetrainline.com/en/train-times/umea-to-stockholm,NA
Umea,Gothenburg,https://www.thetrainline.com/en/train-times/umea-to-gothenburg,NA
Ljubljana,Vienna,https://www.thetrainline.com/en/train-times/ljubljana-to-vienna,from €23.30
London,Doncaster,https://www.thetrainline.com/en/train-times/london-to-doncaster,from €16.51
Lille,London,https://www.thetrainline.com/en/train-times/lille-to-london,from €57
Girona,Madrid,https://www.thetrainline.com/en/train-times/girona-to-madrid,from €15
Bologna,Rimini,https://www.thetrainline.com/en/train-times/bologna-to-rimini,from €7.90
Ancona,Rimini,https://www.thetrainline.com/en/train-times/ancona-to-rimini,from €7.90
Milan,Rimini,https://www.thetrainline.com/en/train-times/milan-to-rimini,from €9.90
Hamburg,Frankfurt,https://www.thetrainline.com/en/train-times/hamburg-to-frankfurt,NA
Aberdeen,Inverness,https://www.thetrainline.com/en/train-times/aberdeen-to-inverness,from €9.79
Edinburgh,Inverness,https://www.thetrainline.com/en/train-times/edinburgh-to-inverness,from €11.14
Glasgow,Inverness,https://www.thetrainline.com/en/train-times/glasgow-to-inverness,from €11.14
Newcastle,Inverness,https://www.thetrainline.com/en/train-times/newcastle-to-inverness,from €23.38
Leeds,Doncaster,https://www.thetrainline.com/en/train-times/leeds-to-doncaster,from €4.28
Leeds,London,https://www.thetrainline.com/en/train-times/leeds-to-london,from €26.20
Brussels,Cologne,https://www.thetrainline.com/en/train-times/brussels-to-cologne,NA
Cologne,Hamburg,https://www.thetrainline.com/en/train-times/cologne-to-hamburg,NA
Ljubljana,Stuttgart,https://www.thetrainline.com/en/train-times/ljubljana-to-stuttgart,from €29.20
Bournemouth,Southampton,https://www.thetrainline.com/en/train-times/bournemouth-to-southampton,from €5.02
Prague,Bratislava,https://www.thetrainline.com/en/train-times/prague-to-bratislava,from €10.90
Basel,Hamburg,https://www.thetrainline.com/en/train-times/basel-to-hamburg,from €19.90
Verona,Hamburg,https://www.thetrainline.com/en/train-times/verona-to-hamburg,NA
Zurich,Innsbruck,https://www.thetrainline.com/en/train-times/zurich-to-innsbruck,NA
Bordeaux,Paris,https://www.thetrainline.com/en/train-times/bordeaux-to-paris,from €10
Paris,Zurich,https://www.thetrainline.com/en/train-times/paris-to-zurich,from €29
Faro,Porto,https://www.thetrainline.com/en/train-times/faro-to-porto,NA
Katowice,Bratislava,https://www.thetrainline.com/en/train-times/katowice-to-bratislava,from €16.60
Bratislava,Zagreb,https://www.thetrainline.com/en/train-times/bratislava-to-zagreb,from €29.90
Cardiff,Birmingham,https://www.thetrainline.com/en/train-times/cardiff-to-birmingham,NA
Cardiff,London,https://www.thetrainline.com/en/train-times/cardiff-to-london,NA
Montpellier,Toulouse,https://www.thetrainline.com/en/train-times/montpellier-to-toulouse,from €1
Montpellier,Barcelona,https://www.thetrainline.com/en/train-times/montpellier-to-barcelona,from €39
Montpellier,Marseille,https://www.thetrainline.com/en/train-times/montpellier-to-marseille,from €10
Duesseldorf,Brussels,https://www.thetrainline.com/en/train-times/duesseldorf-to-brussels,NA
Brussels,Kortrijk,https://www.thetrainline.com/en/train-times/brussels-to-kortrijk,from €15.30
Antwerp,Kortrijk,https://www.thetrainline.com/en/train-times/antwerp-to-kortrijk,from €18
Lyon,Lille,https://www.thetrainline.com/en/train-times/lyon-to-lille,from €16
Frankfurt,Brussels,https://www.thetrainline.com/en/train-times/frankfurt-to-brussels,NA
Cologne,Brussels,https://www.thetrainline.com/en/train-times/cologne-to-brussels,NA
Manchester,Doncaster,https://www.thetrainline.com/en/train-times/manchester-to-doncaster,from €10.77
Klagenfurt,Vienna,https://www.thetrainline.com/en/train-times/klagenfurt-to-vienna,NA
Zurich,Stuttgart,https://www.thetrainline.com/en/train-times/zurich-to-stuttgart,from €19.90
Lugano,Milan,https://www.thetrainline.com/en/train-times/lugano-to-milan,from €12
Milan,Venice,https://www.thetrainline.com/en/train-times/milan-to-venice,from €9.90
Paris,Bordeaux,https://www.thetrainline.com/en/train-times/paris-to-bordeaux,from €10
Montpellier,Bordeaux,https://www.thetrainline.com/en/train-times/montpellier-to-bordeaux,from €16
Verona,Genoa,https://www.thetrainline.com/en/train-times/verona-to-genoa,NA
Vienna,Gdansk,https://www.thetrainline.com/en/train-times/vienna-to-gdansk,NA
Munich,Linz,https://www.thetrainline.com/en/train-times/munich-to-linz,from €13.98
Cluj-Napoca,Vienna,https://www.thetrainline.com/en/train-times/cluj-napoca-to-vienna,NA
Vienna,Linz,https://www.thetrainline.com/en/train-times/vienna-to-linz,from €2
Stuttgart,Strasbourg,https://www.thetrainline.com/en/train-times/stuttgart-to-strasbourg,from €16.90
Memmingen,Munich,https://www.thetrainline.com/en/train-times/memmingen-to-munich,from €12.90
Graz,Vienna,https://www.thetrainline.com/en/train-times/graz-to-vienna,from €9.90
Hannover,Bremen,https://www.thetrainline.com/en/train-times/hannover-to-bremen,from €12.90
Basel,Hannover,https://www.thetrainline.com/en/train-times/basel-to-hannover,from €19.90
Zurich,Bremen,https://www.thetrainline.com/en/train-times/zurich-to-bremen,from €19.90
Milan,Genoa,https://www.thetrainline.com/en/train-times/milan-to-genoa,from €7.90
Chisinau,Bucharest,https://www.thetrainline.com/en/train-times/chisinau-to-bucharest,NA
Bilbao,Madrid,https://www.thetrainline.com/en/train-times/bilbao-to-madrid,from €15.40
Newquay,Bristol,https://www.thetrainline.com/en/train-times/newquay-to-bristol,NA
Newquay,London,https://www.thetrainline.com/en/train-times/newquay-to-london,from €51.41
Budapest,Debrecen,https://www.thetrainline.com/en/train-times/budapest-to-debrecen,NA
Bordeaux,Mannheim,https://www.thetrainline.com/en/train-times/bordeaux-to-mannheim,from €57.90
Hannover,Munich,https://www.thetrainline.com/en/train-times/hannover-to-munich,from €17.90
Hannover,Augsburg,https://www.thetrainline.com/en/train-times/hannover-to-augsburg,from €17.90
Augsburg,Venice,https://www.thetrainline.com/en/train-times/augsburg-to-venice,from €28.90
Hannover,Verona,https://www.thetrainline.com/en/train-times/hannover-to-verona,NA
Mannheim,Saarbruecken,https://www.thetrainline.com/en/train-times/mannheim-to-saarbruecken,NA
Saarbruecken,Metz,https://www.thetrainline.com/en/train-times/saarbruecken-to-metz,NA
Hamburg,Malmo,https://www.thetrainline.com/en/train-times/hamburg-to-malmo,NA
Salzburg,Munich,https://www.thetrainline.com/en/train-times/salzburg-to-munich,NA
Rome,Naples,https://www.thetrainline.com/en/train-times/rome-to-naples,from €7.90
Salzburg,Innsbruck,https://www.thetrainline.com/en/train-times/salzburg-to-innsbruck,NA
Salzburg,Rome,https://www.thetrainline.com/en/train-times/salzburg-to-rome,NA
Stuttgart,Frankfurt,https://www.thetrainline.com/en/train-times/stuttgart-to-frankfurt,NA
Stuttgart,Nuremberg,https://www.thetrainline.com/en/train-times/stuttgart-to-nuremberg,from €12.90
Milan,Lamezia Terme,https://www.thetrainline.com/en/train-times/milan-to-lamezia-terme,from €22.90
Genoa,Lamezia Terme,https://www.thetrainline.com/en/train-times/genoa-to-lamezia-terme,from €13.45
Barcelona,Reus,https://www.thetrainline.com/en/train-times/barcelona-to-reus,from €9.55
Doncaster,Leeds,https://www.thetrainline.com/en/train-times/doncaster-to-leeds,from €4.28
Doncaster,London,https://www.thetrainline.com/en/train-times/doncaster-to-london,from €16.53
London,Paris,https://www.thetrainline.com/en/train-times/london-to-paris,from €58
Bologna,Turin,https://www.thetrainline.com/en/train-times/bologna-to-turin,from €12.45
Berlin,Dresden,https://www.thetrainline.com/en/train-times/berlin-to-dresden,from €4.99
Edinburgh,Aberdeen,https://www.thetrainline.com/en/train-times/edinburgh-to-aberdeen,from €11.14
London,Aberdeen,https://www.thetrainline.com/en/train-times/london-to-aberdeen,from €53.74
Karlstad,Gothenburg,https://www.thetrainline.com/en/train-times/karlstad-to-gothenburg,NA
Karlstad,Stockholm,https://www.thetrainline.com/en/train-times/karlstad-to-stockholm,NA
Strasbourg,Stuttgart,https://www.thetrainline.com/en/train-times/strasbourg-to-stuttgart,from €20.90
Rome,Catania,https://www.thetrainline.com/en/train-times/rome-to-catania,from €14.90
Liverpool,Birmingham,https://www.thetrainline.com/en/train-times/liverpool-to-birmingham,from €13.47
Belfast,Dublin,https://www.thetrainline.com/en/train-times/belfast-to-dublin,NA
Doncaster,Exeter,https://www.thetrainline.com/en/train-times/doncaster-to-exeter,from €74.80
Bristol,Swansea,https://www.thetrainline.com/en/train-times/bristol-to-swansea,NA
London,Swansea,https://www.thetrainline.com/en/train-times/london-to-swansea,from €39.17
Birmingham,Bristol,https://www.thetrainline.com/en/train-times/birmingham-to-bristol,NA
Prague,Linz,https://www.thetrainline.com/en/train-times/prague-to-linz,from €19
Linz,Innsbruck,https://www.thetrainline.com/en/train-times/linz-to-innsbruck,NA
Prague,Munich,https://www.thetrainline.com/en/train-times/prague-to-munich,from €18.90
Munich,Milan,https://www.thetrainline.com/en/train-times/munich-to-milan,from €33.80
Granada,Malaga,https://www.thetrainline.com/en/train-times/granada-to-malaga,from €20.29
Granada,Madrid,https://www.thetrainline.com/en/train-times/granada-to-madrid,from €16.95
Madrid,Malaga,https://www.thetrainline.com/en/train-times/madrid-to-malaga,from €7
Salzburg,Linz,https://www.thetrainline.com/en/train-times/salzburg-to-linz,NA
Iasi,Cluj-Napoca,https://www.thetrainline.com/en/train-times/iasi-to-cluj-napoca,NA
Lamezia Terme,Naples,https://www.thetrainline.com/en/train-times/lamezia-terme-to-naples,from €9.90
Lamezia Terme,Rome,https://www.thetrainline.com/en/train-times/lamezia-terme-to-rome,from €10.90
Reus,Barcelona,https://www.thetrainline.com/en/train-times/reus-to-barcelona,from €8.40
Saarbruecken,Paris,https://www.thetrainline.com/en/train-times/saarbruecken-to-paris,NA
Mannheim,Bordeaux,https://www.thetrainline.com/en/train-times/mannheim-to-bordeaux,from €54.90
Rome,Lamezia Terme,https://www.thetrainline.com/en/train-times/rome-to-lamezia-terme,from €9.50
Naples,Rome,https://www.thetrainline.com/en/train-times/naples-to-rome,from €7.90
Naples,Venice,https://www.thetrainline.com/en/train-times/naples-to-venice,from €10.90
Venice,Vienna,https://www.thetrainline.com/en/train-times/venice-to-vienna,from €10
Vienna,Budapest,https://www.thetrainline.com/en/train-times/vienna-to-budapest,from €9
Rome,Vienna,https://www.thetrainline.com/en/train-times/rome-to-vienna,from €28.80
Hamburg,Duesseldorf,https://www.thetrainline.com/en/train-times/hamburg-to-duesseldorf,NA
Duesseldorf,Paris,https://www.thetrainline.com/en/train-times/duesseldorf-to-paris,NA
Gothenburg,Hamburg,https://www.thetrainline.com/en/train-times/gothenburg-to-hamburg,NA
Strasbourg,Nantes,https://www.thetrainline.com/en/train-times/strasbourg-to-nantes,from €26
Munich,Nuremberg,https://www.thetrainline.com/en/train-times/munich-to-nuremberg,from €12.90
Norrkoping,Stockholm,https://www.thetrainline.com/en/train-times/norrkoping-to-stockholm,NA
Pardubice,Prague,https://www.thetrainline.com/en/train-times/pardubice-to-prague,NA
Pardubice,Vienna,https://www.thetrainline.com/en/train-times/pardubice-to-vienna,NA
Lisbon,Faro,https://www.thetrainline.com/en/train-times/lisbon-to-faro,NA
Prague,Frankfurt,https://www.thetrainline.com/en/train-times/prague-to-frankfurt,NA
Bern,Hamburg,https://www.thetrainline.com/en/train-times/bern-to-hamburg,from €19.90
Bern,Zurich,https://www.thetrainline.com/en/train-times/bern-to-zurich,from €47.60
Zurich,Hamburg,https://www.thetrainline.com/en/train-times/zurich-to-hamburg,from €19.90
Aarhus,Copenhagen,https://www.thetrainline.com/en/train-times/aarhus-to-copenhagen,from €57.20
Nuremberg,Frankfurt,https://www.thetrainline.com/en/train-times/nuremberg-to-frankfurt,NA
Nuremberg,Munich,https://www.thetrainline.com/en/train-times/nuremberg-to-munich,from €12.90
Munich,Hannover,https://www.thetrainline.com/en/train-times/munich-to-hannover,from €17.90
Prague,Pardubice,https://www.thetrainline.com/en/train-times/prague-to-pardubice,NA
Vienna,Pardubice,https://www.thetrainline.com/en/train-times/vienna-to-pardubice,NA
Budapest,Pardubice,https://www.thetrainline.com/en/train-times/budapest-to-pardubice,NA
Warsaw,Pardubice,https://www.thetrainline.com/en/train-times/warsaw-to-pardubice,NA
Norrkoping,Berlin,https://www.thetrainline.com/en/train-times/norrkoping-to-berlin,NA
Norrkoping,Malmo,https://www.thetrainline.com/en/train-times/norrkoping-to-malmo,NA
Paris,Cherbourg,https://www.thetrainline.com/en/train-times/paris-to-cherbourg,from €20
Frankfurt,Milan,https://www.thetrainline.com/en/train-times/frankfurt-to-milan,NA
Berlin,Hannover,https://www.thetrainline.com/en/train-times/berlin-to-hannover,from €9.99
Cologne,Hannover,https://www.thetrainline.com/en/train-times/cologne-to-hannover,NA
Milan,Frankfurt,https://www.thetrainline.com/en/train-times/milan-to-frankfurt,NA
Frankfurt,Hannover,https://www.thetrainline.com/en/train-times/frankfurt-to-hannover,NA
Rome,Verona,https://www.thetrainline.com/en/train-times/rome-to-verona,NA
Verona,Hannover,https://www.thetrainline.com/en/train-times/verona-to-hannover,NA
Graz,Ljubljana,https://www.thetrainline.com/en/train-times/graz-to-ljubljana,from €9.70
Bristol,London,https://www.thetrainline.com/en/train-times/bristol-to-london,NA
Bristol,Birmingham,https://www.thetrainline.com/en/train-times/bristol-to-birmingham,NA
Stockholm,Malmo,https://www.thetrainline.com/en/train-times/stockholm-to-malmo,NA
Venice,Stuttgart,https://www.thetrainline.com/en/train-times/venice-to-stuttgart,from €28.90
Hannover,Rostock,https://www.thetrainline.com/en/train-times/hannover-to-rostock,from €22.90
Frankfurt,Dortmund,https://www.thetrainline.com/en/train-times/frankfurt-to-dortmund,NA
Duesseldorf,Dortmund,https://www.thetrainline.com/en/train-times/duesseldorf-to-dortmund,NA
Cologne,Dortmund,https://www.thetrainline.com/en/train-times/cologne-to-dortmund,NA
Paderborn,Dortmund,https://www.thetrainline.com/en/train-times/paderborn-to-dortmund,from €17.90
Rotterdam,Amsterdam,https://www.thetrainline.com/en/train-times/rotterdam-to-amsterdam,from €17.80
Rotterdam,Antwerp,https://www.thetrainline.com/en/train-times/rotterdam-to-antwerp,from €14
Ljubljana,Rijeka,https://www.thetrainline.com/en/train-times/ljubljana-to-rijeka,NA
Birmingham,London,https://www.thetrainline.com/en/train-times/birmingham-to-london,from €7.83
Turin,Milan,https://www.thetrainline.com/en/train-times/turin-to-milan,from €5.90
Turin,Chambery-Savoie,https://www.thetrainline.com/en/train-times/turin-to-chambery-savoie,NA
Chambery-Savoie,Geneva,https://www.thetrainline.com/en/train-times/chambery-savoie-to-geneva,NA
Leeds,Liverpool,https://www.thetrainline.com/en/train-times/leeds-to-liverpool,from €13.47
London,Liverpool,https://www.thetrainline.com/en/train-times/london-to-liverpool,from €17.14
Marseille,Nice,https://www.thetrainline.com/en/train-times/marseille-to-nice,from €16.40
Prague,Ostrava,https://www.thetrainline.com/en/train-times/prague-to-ostrava,NA
Amsterdam,Vienna,https://www.thetrainline.com/en/train-times/amsterdam-to-vienna,from €29.20
Varna,Sofia,https://www.thetrainline.com/en/train-times/varna-to-sofia,NA
Klagenfurt,Salzburg,https://www.thetrainline.com/en/train-times/klagenfurt-to-salzburg,NA
Paderborn,Duesseldorf,https://www.thetrainline.com/en/train-times/paderborn-to-duesseldorf,NA
Liepaja,Riga,https://www.thetrainline.com/en/train-times/liepaja-to-riga,NA
Geneva,Chambery-Savoie,https://www.thetrainline.com/en/train-times/geneva-to-chambery-savoie,NA
Hamburg,Basel,https://www.thetrainline.com/en/train-times/hamburg-to-basel,from €17.98
Basel,Milan,https://www.thetrainline.com/en/train-times/basel-to-milan,from €34
Vienna,Venice,https://www.thetrainline.com/en/train-times/vienna-to-venice,from €13.90
Venice,Turin,https://www.thetrainline.com/en/train-times/venice-to-turin,from €12.45
Hamburg,Zurich,https://www.thetrainline.com/en/train-times/hamburg-to-zurich,from €19.90
Zurich,Lugano,https://www.thetrainline.com/en/train-times/zurich-to-lugano,from €17.16
Helsinki,Lappeenranta,https://www.thetrainline.com/en/train-times/helsinki-to-lappeenranta,NA
Budapest,Warsaw,https://www.thetrainline.com/en/train-times/budapest-to-warsaw,from €66.90
Budapest,Brno,https://www.thetrainline.com/en/train-times/budapest-to-brno,NA
Budapest,Katowice,https://www.thetrainline.com/en/train-times/budapest-to-katowice,from €21.80
Zagreb,Budapest,https://www.thetrainline.com/en/train-times/zagreb-to-budapest,from €51
Budapest,Cluj-Napoca,https://www.thetrainline.com/en/train-times/budapest-to-cluj-napoca,NA
Valencia,Murcia,https://www.thetrainline.com/en/train-times/valencia-to-murcia,from €10.55
Madrid,Murcia,https://www.thetrainline.com/en/train-times/madrid-to-murcia,from €16.85
Athens,Thessaloniki,https://www.thetrainline.com/en/train-times/athens-to-thessaloniki,NA
Bucharest,Vienna,https://www.thetrainline.com/en/train-times/bucharest-to-vienna,NA
Dresden,Berlin,https://www.thetrainline.com/en/train-times/dresden-to-berlin,from €4.99
Manchester,Swansea,https://www.thetrainline.com/en/train-times/manchester-to-swansea,from €28.40
Sofia,Varna,https://www.thetrainline.com/en/train-times/sofia-to-varna,NA
Zurich,Budapest,https://www.thetrainline.com/en/train-times/zurich-to-budapest,from €29.90
Milan,Vienna,https://www.thetrainline.com/en/train-times/milan-to-vienna,from €12.75
Vienna,Debrecen,https://www.thetrainline.com/en/train-times/vienna-to-debrecen,from €22.50
Munich,Mannheim,https://www.thetrainline.com/en/train-times/munich-to-mannheim,from €12.90
Graz,Brno,https://www.thetrainline.com/en/train-times/graz-to-brno,NA
Vienna,Brno,https://www.thetrainline.com/en/train-times/vienna-to-brno,NA
Glasgow,Aberdeen,https://www.thetrainline.com/en/train-times/glasgow-to-aberdeen,from €11.14
Alicante,Madrid,https://www.thetrainline.com/en/train-times/alicante-to-madrid,from €7
Plymouth,Aberdeen,https://www.thetrainline.com/en/train-times/plymouth-to-aberdeen,from €153.27
Newcastle,Aberdeen,https://www.thetrainline.com/en/train-times/newcastle-to-aberdeen,from €23.38
Stockholm,Hamburg,https://www.thetrainline.com/en/train-times/stockholm-to-hamburg,NA
Hamburg,Cologne,https://www.thetrainline.com/en/train-times/hamburg-to-cologne,NA
Turin,Trieste,https://www.thetrainline.com/en/train-times/turin-to-trieste,from €13.55
Madrid,Girona,https://www.thetrainline.com/en/train-times/madrid-to-girona,from €15
Alicante,Murcia,https://www.thetrainline.com/en/train-times/alicante-to-murcia,from €5.75
Frankfurt,Munich,https://www.thetrainline.com/en/train-times/frankfurt-to-munich,NA
Oviedo,Madrid,https://www.thetrainline.com/en/train-times/oviedo-to-madrid,from €7.75
Prague,Mannheim,https://www.thetrainline.com/en/train-times/prague-to-mannheim,from €18.90
Mannheim,Paris,https://www.thetrainline.com/en/train-times/mannheim-to-paris,from €16.90
Innsbruck,Salzburg,https://www.thetrainline.com/en/train-times/innsbruck-to-salzburg,NA
Lamezia Terme,Venice,https://www.thetrainline.com/en/train-times/lamezia-terme-to-venice,from €44.80
Almeria,Granada,https://www.thetrainline.com/en/train-times/almeria-to-granada,from €20.80
Riga,Liepaja,https://www.thetrainline.com/en/train-times/riga-to-liepaja,NA
Paris,Mannheim,https://www.thetrainline.com/en/train-times/paris-to-mannheim,from €26
Mannheim,Berlin,https://www.thetrainline.com/en/train-times/mannheim-to-berlin,from €9.99
Frankfurt,Lugano,https://www.thetrainline.com/en/train-times/frankfurt-to-lugano,NA
Hamburg,Verona,https://www.thetrainline.com/en/train-times/hamburg-to-verona,NA
Vienna,Ljubljana,https://www.thetrainline.com/en/train-times/vienna-to-ljubljana,from €14.30
Barcelona,Malaga,https://www.thetrainline.com/en/train-times/barcelona-to-malaga,from €18
Liege,Cologne,https://www.thetrainline.com/en/train-times/liege-to-cologne,NA
Liege,Frankfurt,https://www.thetrainline.com/en/train-times/liege-to-frankfurt,NA
Cologne,Berlin,https://www.thetrainline.com/en/train-times/cologne-to-berlin,NA
Poznan,Berlin,https://www.thetrainline.com/en/train-times/poznan-to-berlin,from €18.90
Poznan,Warsaw,https://www.thetrainline.com/en/train-times/poznan-to-warsaw,NA
Ostrava,Bratislava,https://www.thetrainline.com/en/train-times/ostrava-to-bratislava,NA
Alicante,Valencia,https://www.thetrainline.com/en/train-times/alicante-to-valencia,from €2.55
Alicante,Barcelona,https://www.thetrainline.com/en/train-times/alicante-to-barcelona,from €5.35
Milan,Bologna,https://www.thetrainline.com/en/train-times/milan-to-bologna,from €7.90
Bologna,Pescara,https://www.thetrainline.com/en/train-times/bologna-to-pescara,from €9.90
Liverpool,Leeds,https://www.thetrainline.com/en/train-times/liverpool-to-leeds,from €13.47
Liverpool,London,https://www.thetrainline.com/en/train-times/liverpool-to-london,from €17.14
Duesseldorf,Paderborn,https://www.thetrainline.com/en/train-times/duesseldorf-to-paderborn,NA
Granada,Barcelona,https://www.thetrainline.com/en/train-times/granada-to-barcelona,from €24.95
Zurich,Genoa,https://www.thetrainline.com/en/train-times/zurich-to-genoa,from €37.45
London,Inverness,https://www.thetrainline.com/en/train-times/london-to-inverness,from €56.56
Ostend,Brussels,https://www.thetrainline.com/en/train-times/ostend-to-brussels,from €19.40
Ostend,Antwerp,https://www.thetrainline.com/en/train-times/ostend-to-antwerp,from €20.80
Graz,Ostrava,https://www.thetrainline.com/en/train-times/graz-to-ostrava,NA
Zagreb,Vienna,https://www.thetrainline.com/en/train-times/zagreb-to-vienna,from €28.60
Zagreb,Bratislava,https://www.thetrainline.com/en/train-times/zagreb-to-bratislava,from €29.90
Bratislava,Ostrava,https://www.thetrainline.com/en/train-times/bratislava-to-ostrava,NA
Glasgow,London,https://www.thetrainline.com/en/train-times/glasgow-to-london,from €42.85
Vaxjo,Copenhagen,https://www.thetrainline.com/en/train-times/vaxjo-to-copenhagen,NA
Malmo,Munich,https://www.thetrainline.com/en/train-times/malmo-to-munich,NA
Marseille,Montpellier,https://www.thetrainline.com/en/train-times/marseille-to-montpellier,from €10
Kosice,Budapest,https://www.thetrainline.com/en/train-times/kosice-to-budapest,NA
Budapest,Zagreb,https://www.thetrainline.com/en/train-times/budapest-to-zagreb,from €51
Oslo,Bergen,https://www.thetrainline.com/en/train-times/oslo-to-bergen,NA
Copenhagen,Aalborg,https://www.thetrainline.com/en/train-times/copenhagen-to-aalborg,NA
Bremen,Frankfurt,https://www.thetrainline.com/en/train-times/bremen-to-frankfurt,NA
Rome,Florence,https://www.thetrainline.com/en/train-times/rome-to-florence,from €8.90
Ljubljana,Budapest,https://www.thetrainline.com/en/train-times/ljubljana-to-budapest,from €35.70
Nuremberg,Stuttgart,https://www.thetrainline.com/en/train-times/nuremberg-to-stuttgart,from €12.90
Madrid,Valencia,https://www.thetrainline.com/en/train-times/madrid-to-valencia,from €4
Bremen,Duesseldorf,https://www.thetrainline.com/en/train-times/bremen-to-duesseldorf,NA
Bremen,Cologne,https://www.thetrainline.com/en/train-times/bremen-to-cologne,NA
Bremen,Mannheim,https://www.thetrainline.com/en/train-times/bremen-to-mannheim,from €17.90
Basel,Lugano,https://www.thetrainline.com/en/train-times/basel-to-lugano,from €23.44
Ancona,Venice,https://www.thetrainline.com/en/train-times/ancona-to-venice,from €16.90
